年度,樹木ID,緯度,経度,施設区分,種類,備考,所在地
2025,KXM-5477,35.7244638332028,139.612053722178,井草川樹木,サンゴジュ,,上井草1-29
2025,FJX-9215,35.7244824443143,139.612043083288,井草川樹木,ネズミモチ,,上井草1-29
2025,NZM-7292,35.7244886665366,139.612046277733,井草川樹木,ネズミモチ,,上井草1-29
2025,VGC-6599,35.7244967220923,139.612042666621,井草川樹木,ヤマツバキ,,上井草1-29
2025,MBL-8101,35.7245042498702,139.612037222177,井草川樹木,ヤマツバキ,,上井草1-29
2025,GYO-1294,35.7245129998704,139.612036527732,井草川樹木,ヤマツバキ,,上井草1-29
2025,ETW-0052,35.7245198332039,139.612033277732,井草川樹木,ヤマツバキ,,上井草1-29
2025,BNS-8682,35.724631916539,139.612093138841,井草川樹木,ヤマボウシ,,上井草1-33
2025,YHV-4483,35.7246734998731,139.612100749951,井草川樹木,サザンカ,,上井草1-33
2025,TRA-5478,35.7247010554294,139.612010416617,井草川樹木,メタセコイア,,上井草1-33
2025,JUT-2241,35.724713888763,139.612010388839,井草川樹木,メタセコイア,,上井草1-33
2025,ORA-1423,35.724725916541,139.612010666616,井草川樹木,メタセコイア,,上井草1-33
2025,BLW-3963,35.7246622498728,139.612100583285,井草川樹木,サクラ,,上井草1-33
2025,MSN-1595,35.7249681665458,139.611908361056,井草川樹木,メタセコイア,,井草4-2
2025,UZU-8622,35.7250258609918,139.611782666611,井草川樹木,メタセコイア,,井草4-2
2025,ZHD-7587,35.7250503332144,139.611804944388,井草川樹木,カイズカイブキ,,井草4-2
2025,ZDS-1491,35.7250505554367,139.611795277722,井草川樹木,カイズカイブキ,,井草4-2
2025,WLG-7690,35.7250506109923,139.611787972165,井草川樹木,カイズカイブキ,,井草4-2
2025,JXJ-4729,35.7250506109922,139.611780638833,井草川樹木,カイズカイブキ,,井草4-2
2025,RPN-6246,35.7250505832146,139.611773249944,井草川樹木,カイズカイブキ,,井草4-2
2025,NQZ-7553,35.7251532498827,139.611855111052,井草川樹木,キンモクセイ,,井草4-4
2025,DOX-4705,35.7251733332165,139.611849722164,井草川樹木,キンモクセイ,,井草4-4
2025,LDP-2551,35.7251945832168,139.611844055497,井草川樹木,キンモクセイ,,井草4-4
2025,DFA-1569,35.7252108887728,139.611839027718,井草川樹木,キンモクセイ,,井草4-4
2025,XDJ-6436,35.7251213054379,139.611804333276,井草川樹木,キンモクセイ,,井草4-4
2025,KCF-7505,35.7251304998826,139.611803361053,井草川樹木,キンモクセイ,,井草4-4
2025,DEZ-3342,35.7251379998827,139.611802499942,井草川樹木,キンモクセイ,,井草4-4
2025,VKL-1285,35.725161888772,139.611803777719,井草川樹木,キンモクセイ,,井草4-4
2025,ZBQ-0446,35.7251697776611,139.611801944385,井草川樹木,キンモクセイ,,井草4-4
2025,ALP-2621,35.7251799443279,139.611797916607,井草川樹木,キンモクセイ,,井草4-4
2025,NCT-5962,35.7251953609949,139.611790222163,井草川樹木,サザンカ,,井草4-4
2025,WWK-8188,35.7252073054396,139.611784972162,井草川樹木,サザンカ,,井草4-4
2025,NPU-3629,35.7252019721062,139.611779694385,井草川樹木,キンモクセイ,,井草4-4
2025,RLG-1879,35.7251904998837,139.611785333274,井草川樹木,キンモクセイ,,井草4-4
2025,WXB-6346,35.7251849165503,139.611787555496,井草川樹木,キンモクセイ,,井草4-4
2025,TFO-7943,35.7251755832168,139.611789999941,井草川樹木,キンモクセイ,,井草4-4
2025,WHS-3561,35.7252436943293,139.611768249939,井草川樹木,ムクノキ,,井草4-4
2025,IJG-8407,35.7252564165518,139.611755666606,井草川樹木,ムクノキ,,井草4-4
2025,OSU-7203,35.7252803887746,139.611724388828,井草川樹木,サザンカ,,井草4-4
2025,FAN-8885,35.7252877776637,139.611716305494,井草川樹木,キンモクセイ,,井草4-4
2025,MIB-1731,35.7252947221082,139.611706027717,井草川樹木,サンゴジュ,,井草4-4
2025,YWG-4994,35.7252571387737,139.611809638828,井草川樹木,サンゴジュ,,井草4-4
2025,KYP-1153,35.7252776387741,139.611795805494,井草川樹木,スダジイ,,井草4-4
2025,YZB-2545,35.7252889165522,139.611786055494,井草川樹木,サザンカ,,井草4-4
2025,LNS-6879,35.7253019721081,139.61177061105,井草川樹木,サザンカ,,井草4-4
2025,VOO-5406,35.7253120276639,139.61175322216,井草川樹木,スダジイ,,井草4-4
2025,UUZ-4477,35.725319916553,139.611736944382,井草川樹木,スダジイ,,井草4-4
2025,DKR-7275,35.7253403332202,139.611714249938,井草川樹木,ピラカンサ,,井草4-4
2025,EFB-6275,35.7253481665538,139.611683055493,井草川樹木,サザンカ,,井草4-4
2025,YOA-3345,35.7253566665541,139.611657916604,井草川樹木,メタセコイア,,井草4-4
2025,HXW-7232,35.7253699443321,139.611651083271,井草川樹木,サザンカ,,井草4-4
2025,SKQ-6790,35.725364583221,139.611636499937,井草川樹木,ラカンマキ,,井草4-4
2025,XHW-6884,35.7253725554434,139.611621666604,井草川樹木,ラカンマキ,,井草4-4
2025,RNW-4711,35.7253801109992,139.61160733327,井草川樹木,ラカンマキ,,井草4-4
2025,PBD-5833,35.7253859443328,139.61158458327,井草川樹木,サルスベリ,,井草4-4
2025,EYV-3888,35.725375277666,139.611577749937,井草川樹木,サザンカ,,井草4-4
2025,OJA-7255,35.7253761943327,139.611561555493,井草川樹木,サザンカ,,井草4-4
2025,UON-2522,35.7253848609995,139.61155783327,井草川樹木,サザンカ,,井草4-4
2025,EHZ-9840,35.7253833609995,139.611570166603,井草川樹木,サザンカ,,井草4-4
2025,EWG-9980,35.7253356665541,139.611577388826,井草川樹木,クヌギ,,井草4-4
2025,VRR-4640,35.7253330554429,139.61159647216,井草川樹木,キンモクセイ,,井草4-4
2025,AVA-4230,35.7253289998871,139.611623361049,井草川樹木,クヌギ,,井草4-4
2025,USU-6344,35.7253232776647,139.611641555494,井草川樹木,サザンカ,,井草4-4
2025,NWZ-6727,35.7253863609999,139.611498555492,井草川樹木,キンモクセイ,,井草4-4
2025,UQR-4812,35.7253998054446,139.611495027714,井草川樹木,ピラカンサ,,井草4-4
2025,BRR-0686,35.7254019443336,139.61147933327,井草川樹木,ピラカンサ,,井草4-4
2025,EDN-7514,35.7254043332226,139.611460472159,井草川樹木,ピラカンサ,,井草4-4
2025,YDZ-8539,35.7253985832226,139.611449055492,井草川樹木,サザンカ,,井草4-4
2025,CXK-7944,35.7254014998894,139.611433111048,井草川樹木,サザンカ,,井草4-4
2025,BQZ-1223,35.725404305445,139.611422944381,井草川樹木,サザンカ,,井草4-4
2025,WYX-2337,35.7254078610008,139.611408277714,井草川樹木,サザンカ,,井草4-4
2025,GSM-2965,35.7253601665554,139.611405888826,井草川樹木,コナラ,,井草4-4
2025,GAO-4583,35.7253530554441,139.611427861048,井草川樹木,サザンカ,,井草4-4
2025,FSX-7619,35.7253563887774,139.611449972159,井草川樹木,サザンカ,,井草4-4
2025,DSO-1090,35.7253459721104,139.611467833271,井草川樹木,ヒサカキ,,井草4-4
2025,ZLL-2920,35.7253549998883,139.611472833271,井草川樹木,スダジイ,,井草4-4
2025,NTE-1136,35.7253439165547,139.611479361049,井草川樹木,ヒサカキ,,井草4-4
2025,OEV-3571,35.725412861001,139.611388277713,井草川樹木,エノキ,,井草4-4
2025,SNP-8147,35.7254062776676,139.61137169438,井草川樹木,キンモクセイ,,井草4-4
2025,BJO-9531,35.7254090832232,139.611362555491,井草川樹木,キンモクセイ,,井草4-4
2025,ZZJ-8032,35.7254114721122,139.611349166602,井草川樹木,ツバキ,,井草4-4
2025,HDR-4646,35.7254130276679,139.611335805492,井草川樹木,ツバキ,,井草4-4
2025,PKU-9257,35.7254151110013,139.611323833269,井草川樹木,サザンカ,,井草4-4
2025,RHM-3706,35.7254180276681,139.61131369438,井草川樹木,ラカンマキ,,井草4-4
2025,FOA-6631,35.7254201110015,139.611301833269,井草川樹木,ツバキ,,井草4-4
2025,GBA-0011,35.7254221943349,139.611291055491,井草川樹木,サザンカ,,井草4-4
2025,LHO-8264,35.7254326110018,139.611291555491,井草川樹木,エノキ,,井草4-4
2025,QMC-1075,35.7253821943341,139.61129419438,井草川樹木,キンモクセイ,,井草4-4
2025,MFR-7216,35.725378444334,139.611317111048,井草川樹木,キンモクセイ,,井草4-4
2025,IZP-7672,35.7253755276672,139.611333777714,井草川樹木,ツバキ,,井草4-4
2025,ELL-7855,35.7253734165559,139.611351444381,井草川樹木,カイズカイブキ,,井草4-4
2025,CPR-4463,35.7253699998891,139.611365527714,井草川樹木,ツバキ,,井草4-4
2025,WDE-5348,35.725367749889,139.611382805492,井草川樹木,サザンカ,,井草4-4
2025,NBF-8534,35.7253656387778,139.611393861048,井草川樹木,コナラ,,井草4-4
2025,FWU-2667,35.7254500554475,139.611102888824,井草川樹木,キンモクセイ,,井草4-3
2025,AFQ-0045,35.7254523054477,139.611089249934,井草川樹木,キンモクセイ,,井草4-3
2025,FJN-3513,35.7254542498922,139.611077194379,井草川樹木,トベラ,,井草4-3
2025,DMR-0435,35.7254558610035,139.611060527712,井草川樹木,トベラ,,井草4-3
2025,TKR-2199,35.725447611003,139.611133861046,井草川樹木,エノキ,,井草4-3
2025,BZO-0798,35.7254613054481,139.611043333268,井草川樹木,コナラ,,井草4-3
2025,SDJ-6666,35.7254693332261,139.61103205549,井草川樹木,ツバキ,,井草4-3
2025,VLY-9014,35.725465222115,139.61101780549,井草川樹木,トベラ,,井草4-3
2025,DGU-3118,35.7254750554486,139.611009333268,井草川樹木,トベラ,,井草4-3
2025,WTK-4533,35.7254732221152,139.61099630549,井草川樹木,コナラ,,井草4-3
2025,YHI-7119,35.7254681110041,139.610982861045,井草川樹木,トベラ,,井草4-3
2025,HHK-6521,35.725470388782,139.6109754166,井草川樹木,コナラ,,井草4-3
2025,MYW-3371,35.7254733054487,139.610961555489,井草川樹木,トベラ,,井草4-3
2025,ELO-1086,35.7254759165599,139.610955722156,井草川樹木,ネズミモチ,,井草4-3
2025,OXM-4848,35.7254820832267,139.610961222157,井草川樹木,サザンカ,,井草4-3
2025,IUC-0390,35.7254832221157,139.610950166601,井草川樹木,サザンカ,,井草4-3
2025,DMD-3452,35.725439194337,139.610957277712,井草川樹木,サザンカ,,井草4-3
2025,VRB-4610,35.7254357776701,139.610971972157,井草川樹木,キンモクセイ,,井草4-3
2025,VJN-6367,35.72543302767,139.610994638824,井草川樹木,カナメモチ,,井草4-3
2025,ROV-6630,35.7254300832254,139.611006111046,井草川樹木,クヌギ,,井草4-3
2025,FEP-1322,35.7254234165584,139.611040666601,井草川樹木,ツバキ,,井草4-3
2025,CZN-4951,35.7254200276694,139.611065388824,井草川樹木,サザンカ,,井草4-3
2025,MUZ-6802,35.7254868887826,139.610925777711,井草川樹木,シラカシ,,井草4-3
2025,UYN-9217,35.7254793054491,139.610911722156,井草川樹木,トチノキ,,井草4-3
2025,RIQ-2131,35.7254896943384,139.610876833267,井草川樹木,サザンカ,,井草4-3
2025,PTA-2431,35.7254886665607,139.610861527711,井草川樹木,サザンカ,,井草4-3
2025,BAJ-9036,35.7254917221164,139.610848722156,井草川樹木,ツバキ,,井草4-3
2025,QQB-2177,35.7254944721165,139.610829999933,井草川樹木,キンモクセイ,,井草4-3
2025,SNK-5463,35.7254604721159,139.610820666601,井草川樹木,サザンカ,,井草4-3
2025,SJU-6365,35.7254534721156,139.610850694378,井草川樹木,クロガネモチ,,井草4-3
2025,FIK-7440,35.725446999893,139.610897166601,井草川樹木,サザンカ,,井草4-3
2025,JAI-4503,35.7254980832279,139.610803861044,井草川樹木,ラカンマキ,,井草4-3
2025,XVD-9681,35.7255071110059,139.610799583266,井草川樹木,モチノキ,,井草4-3
2025,ASI-4781,35.7255107776727,139.610783749933,井草川樹木,イチョウ,,井草4-3
2025,BBQ-0542,35.7255009165614,139.610779499933,井草川樹木,ウバメガシ,,井草4-3
2025,CSH-1141,35.7255045832283,139.6107574166,井草川樹木,ウバメガシ,,井草4-3
2025,ZYS-0687,35.7255150276728,139.610755611044,井草川樹木,ヤツデ,,井草4-3
2025,RBH-1968,35.7255209998955,139.610719027711,井草川樹木,ヒイラギ,,井草4-3
2025,QVX-7829,35.7255156387843,139.610704722155,井草川樹木,シラカシ,,井草4-3
2025,FCW-2142,35.7255193887844,139.610690055488,井草川樹木,ツバキ,,井草4-3
2025,IXC-1267,35.7255224443401,139.610678222155,井草川樹木,ツバキ,,井草4-3
2025,IVL-5179,35.7255254998959,139.610664916599,井草川樹木,サルスベリ,,井草4-3
2025,SZR-7630,35.7255283332292,139.610654111044,井草川樹木,ツバキ,,井草4-3
2025,ASG-5052,35.7255311665628,139.61063427771,井草川樹木,ツバキ,,井草4-3
2025,ION-2105,35.7255342221185,139.610616194377,井草川樹木,ツバキ,,井草4-3
2025,KXY-4874,35.7254999443401,139.610602694377,井草川樹木,クロガネモチ,,井草4-3
2025,SHG-3427,35.7254963054511,139.610618249933,井草川樹木,クロガネモチ,,井草4-3
2025,XZC-1941,35.7254909998953,139.610631583266,井草川樹木,ウバメガシ,,井草4-3
2025,VEU-7856,35.7254873332285,139.6106469166,井草川樹木,サワラ,,井草4-3
2025,KQJ-5348,35.7254830554505,139.610659749933,井草川樹木,サワラ,,井草4-3
2025,YIK-1381,35.7254803054504,139.610672944378,井草川樹木,サザンカ,,井草4-3
2025,HDI-7630,35.725477472117,139.610687999934,井草川樹木,クロガネモチ,,井草4-3
2025,ZFW-4227,35.7254743887835,139.610700055489,井草川樹木,クロガネモチ,,井草4-3
2025,FJM-4537,35.7254706110055,139.610713749934,井草川樹木,カナメモチ,,井草4-3
2025,XLB-6186,35.725466666561,139.610720444378,井草川樹木,キンモクセイ,,井草4-3
2025,NVX-9989,35.7254646387831,139.610738027712,井草川樹木,キンモクセイ,,井草4-3
2025,ABB-7402,35.7254629998941,139.61074680549,井草川樹木,サザンカ,,井草4-3
2025,LOS-9578,35.725460999894,139.610767638823,井草川樹木,サザンカ,,井草4-3
2025,VUC-5374,35.7254579443382,139.610784749934,井草川樹木,サザンカ,,井草4-3
2025,NSX-6962,35.7255471943411,139.610593277709,井草川樹木,ビワ,,井草4-3
2025,XSL-6432,35.7255402221188,139.610581249932,井草川樹木,クロガネモチ,,井草4-3
2025,HSJ-8644,35.7255432498967,139.610572694377,井草川樹木,ザクロ,,井草4-3
2025,KCD-7327,35.7255534998969,139.610563638821,井草川樹木,ウメ,,井草4-3
2025,AQB-1756,35.7255599998972,139.610540277709,井草川樹木,ネズミモチ,,井草4-3
2025,UEF-8641,35.7255508887859,139.61053188882,井草川樹木,ネズミモチ,,井草4-3
2025,VGH-7590,35.7255547498972,139.610515583265,井草川樹木,サワラ,,井草4-3
2025,VTQ-0684,35.7255596387862,139.610502249932,井草川樹木,サザンカ,,井草4-3
2025,RDT-6397,35.7255622776753,139.610482666598,井草川樹木,サザンカ,,井草4-3
2025,ANX-9236,35.725567833231,139.610494694376,井草川樹木,モミジ,,井草4-3
2025,QPJ-3742,35.7255243332301,139.610481749933,井草川樹木,コナラ,,井草4-3
2025,KKV-7149,35.7255161943408,139.610518194377,井草川樹木,クロガネモチ,,井草4-3
2025,VMQ-3813,35.7255069998961,139.61053102771,井草川樹木,ラカンマキ,,井草4-3
2025,BEU-3922,35.7255035276737,139.610541583266,井草川樹木,ラカンマキ,,井草4-3
2025,FFM-6991,35.725500861007,139.610554388822,井草川樹木,サザンカ,,井草4-3
2025,DMV-7031,35.7254976110068,139.610566972155,井草川樹木,サザンカ,,井草4-3
2025,LNK-4023,35.7255689998979,139.610441777709,井草川樹木,キンモクセイ,,井草4-3
2025,ZKY-3225,35.7255784721204,139.61044238882,井草川樹木,イヌシデ,,井草4-3
2025,LQP-2080,35.7255738610092,139.610424555486,井草川樹木,ツバキ,,井草4-3
2025,RMZ-0365,35.7255753054538,139.610420222153,井草川樹木,ネズミモチ,,井草4-3
2025,XVL-5387,35.7255767221204,139.610414416597,井草川樹木,ウバメガシ,,井草4-3
2025,CJX-5053,35.7255743332315,139.610399333265,井草川樹木,ウバメガシ,,井草4-3
2025,QDV-8341,35.7255760276761,139.610389527709,井草川樹木,ウバメガシ,,井草4-3
2025,TGW-3434,35.7255816665652,139.610378916598,井草川樹木,ピラカンサ,,井草4-3
2025,DMB-1422,35.7255838887874,139.610372944375,井草川樹木,ピラカンサ,,井草4-3
2025,ZGF-0861,35.7255797776763,139.610358833264,井草川樹木,サザンカ,,井草4-3
2025,SMD-2302,35.7255820554542,139.610350361042,井草川樹木,サザンカ,,井草4-3
2025,PCN-0958,35.7255838887876,139.610341222153,井草川樹木,ヒメリンゴ,,井草4-3
2025,SUA-3477,35.7255869721212,139.610329222153,井草川樹木,ラカンマキ,,井草4-3
2025,CXG-5916,35.7255959443435,139.610331055486,井草川樹木,ラカンマキ,,井草4-3
2025,BOY-7036,35.7255852221212,139.61031749993,井草川樹木,ウバメガシ,,井草4-3
2025,PMM-7803,35.7255894721214,139.610301166598,井草川樹木,ツバキ,,井草4-3
2025,ZAR-7171,35.7255913054547,139.610296194375,井草川樹木,ネズミモチ,,井草4-3
2025,VEU-6934,35.7256024998993,139.61030724993,井草川樹木,ツバキ,,井草4-3
2025,POF-1810,35.7256036387883,139.610294555485,井草川樹木,ウバメガシ,,井草4-3
2025,KUO-3217,35.7256053332328,139.610287638819,井草川樹木,サワラ,,井草4-3
2025,XFT-5407,35.7256007221216,139.610283777708,井草川樹木,ウバメガシ,,井草4-3
2025,HAA-7382,35.7255983332328,139.610266444374,井草川樹木,サザンカ,,井草4-3
2025,FCY-9544,35.7255550276762,139.610289166598,井草川樹木,ヤツデ,,井草4-3
2025,TYJ-3712,35.7255467221202,139.610342416598,井草川樹木,コナラ,,井草4-3
2025,PNE-7112,35.7255340832307,139.610403555487,井草川樹木,サルスベリ,,井草4-3
2025,BYK-8482,35.7255628332322,139.610241055486,井草川樹木,コナラ,,井草4-3
2025,IBT-1174,35.7256035276776,139.610224861041,井草川樹木,サザンカ,,井草4-3
2025,RRD-7351,35.7256123887889,139.610225833264,井草川樹木,モチノキ,,井草4-3
2025,MEX-7125,35.7256176110113,139.610203111041,井草川樹木,モチノキ,,井草4-3
2025,ILD-8462,35.7256061943444,139.610205083263,井草川樹木,サザンカ,,井草4-3
2025,GYK-3425,35.7256081387889,139.610194611041,井草川樹木,サザンカ,,井草4-3
2025,BBO-3617,35.7256095832335,139.610180333264,井草川樹木,サザンカ,,井草4-3
2025,PUM-0424,35.7256207499005,139.610178305486,井草川樹木,サワラ,,井草4-3
2025,ZJT-9391,35.7255679443436,139.610204916598,井草川樹木,コナラ,,井草4-3
2025,JOU-5009,35.725577083233,139.610140138819,井草川樹木,ウバメガシ,,井草4-3
2025,GPH-2820,35.725578361011,139.610111416597,井草川樹木,ツバキ,,井草4-3
2025,YMN-4128,35.7256092499003,139.610145861041,井草川樹木,カキノキ,,井草4-3
2025,VDT-1627,35.7256176110117,139.610135194374,井草川樹木,サザンカ,,井草4-3
2025,GML-3215,35.7256211943452,139.610117527708,井草川樹木,サザンカ,,井草4-3
2025,LNJ-0944,35.7256285276789,139.610095805485,井草川樹木,ラカンマキ,,井草4-3
2025,GLL-7690,35.7256260276789,139.610065138818,井草川樹木,ラカンマキ,,井草4-3
2025,MCJ-7101,35.7255834165669,139.610071611042,井草川樹木,ヒイラギ,,井草4-3
2025,ANV-3217,35.7255797221224,139.610061861041,井草川樹木,ヒイラギ,,井草4-3
2025,WPY-0870,35.7255848332337,139.610048611042,井草川樹木,トベラ,,井草4-3
2025,USZ-5934,35.7255867221227,139.610036527708,井草川樹木,ヤマモモ,,井草4-3
2025,HDZ-9088,35.7255830276782,139.610025583263,井草川樹木,トベラ,,井草4-3
2025,BTM-8992,35.7255815832339,139.61000074993,井草川樹木,トベラ,,井草4-3
2025,BBP-1684,35.7255763332337,139.610006472153,井草川樹木,ヤマモモ,,井草4-3
2025,WFO-8864,35.7255773610116,139.609990638819,井草川樹木,トベラ,,井草4-3
2025,YGK-4809,35.7255741387893,139.609982722153,井草川樹木,トベラ,,井草4-3
2025,UPH-2774,35.725570305456,139.609972916597,井草川樹木,トベラ,,井草4-3
2025,TWB-8186,35.7255655554559,139.609968277709,井草川樹木,ヤマモモ,,井草4-3
2025,OUW-8965,35.725561416567,139.60995913882,井草川樹木,トベラ,,井草4-3
2025,HZO-4769,35.7255572776781,139.609948527708,井草川樹木,トベラ,,井草4-3
2025,AIL-1552,35.7255448054556,139.609955472153,井草川樹木,キンモクセイ,,井草4-3
2025,IBQ-7627,35.7255530554558,139.609937777708,井草川樹木,トベラ,,井草4-3
2025,UVW-4578,35.7255490832335,139.609928305486,井草川樹木,トベラ,,井草4-3
2025,FRY-0139,35.7255463332335,139.609925249931,井草川樹木,コナラ,,井草4-3
2025,QGI-6825,35.7255336943443,139.609935166598,井草川樹木,ネズミモチ,,井草4-3
2025,DVU-9622,35.7255419165668,139.609918583264,井草川樹木,トベラ,,井草4-3
2025,JYN-7781,35.725537638789,139.609908416598,井草川樹木,トベラ,,井草4-3
2025,ITZ-7628,35.7255264443442,139.609921694376,井草川樹木,シュロ,,井草4-3
2025,UFX-1742,35.7255204998997,139.609906916598,井草川樹木,キンモクセイ,,井草4-3
2025,JGY-3073,35.7255151110108,139.609894416598,井草川樹木,ウバメガシ,,井草4-3
2025,WAV-3252,35.7255114721219,139.609873833265,井草川樹木,サザンカ,,井草4-3
2025,TEK-0114,35.7255153054554,139.609863083265,井草川樹木,サザンカ,,井草4-3
2025,AKA-6302,35.7255069165663,139.609858611043,井草川樹木,ネズミモチ,,井草4-3
2025,ISS-4799,35.7254925832329,139.609833472154,井草川樹木,クロガネモチ,,井草4-3
2025,MQG-4515,35.7254886387883,139.609821833266,井草川樹木,クロガネモチ,,井草4-3
2025,LXP-9183,35.7254844998995,139.60980477771,井草川樹木,クロガネモチ,,井草4-3
2025,CJW-4645,35.725498694344,139.609850944376,井草川樹木,クロガネモチ,,井草4-3
2025,MBP-5046,35.7254798887884,139.609787722154,井草川樹木,キンモクセイ,,井草4-3
2025,JUT-0657,35.7254752498995,139.609763833266,井草川樹木,キンモクセイ,,井草4-3
2025,QAD-3395,35.7254729443438,139.60976002771,井草川樹木,キンモクセイ,,井草4-3
2025,KQX-1623,35.7255216387894,139.609747722153,井草川樹木,ウバメガシ,,井草4-3
2025,JPV-4807,35.7255229999005,139.60976538882,井草川樹木,キンモクセイ,,井草4-3
2025,PWU-0149,35.7255279443449,139.609780833265,井草川樹木,サザンカ,,井草4-3
2025,VRG-3092,35.7255342221228,139.60980363882,井草川樹木,ラカンマキ,,井草4-3
2025,RAZ-9071,35.7255400554562,139.609822305486,井草川樹木,サザンカ,,井草4-3
2025,DHM-8977,35.7255459999006,139.609834583264,井草川樹木,サザンカ,,井草4-3
2025,WJR-5080,35.7255518054563,139.60984838882,井草川樹木,ラカンマキ,,井草4-3
2025,JSA-0086,35.7255578332341,139.609864305486,井草川樹木,サザンカ,,井草4-3
2025,CLI-0830,35.7255649443453,139.609878749931,井草川樹木,ウバメガシ,,井草4-3
2025,YYH-4413,35.7255709999009,139.609890777708,井草川樹木,ウバメガシ,,井草4-3
2025,LCF-2610,35.7255771943454,139.60990299993,井草川樹木,ウバメガシ,,井草4-3
2025,UCB-8053,35.7254950832341,139.609615111042,井草川樹木,モッコク,,井草5-11
2025,VXM-5457,35.7255005832342,139.609603527709,井草川樹木,ツバキ,,井草5-11
2025,ASL-7218,35.7254977776787,139.609584111042,井草川樹木,ツバキ,,井草5-11
2025,FOS-5579,35.7254939443453,139.609569638821,井草川樹木,サンゴジュ,,井草5-11
2025,SOL-6367,35.7254925276788,139.609540805487,井草川樹木,サザンカ,,井草5-11
2025,PYM-4433,35.72549063879,139.609518194376,井草川樹木,キンモクセイ,,井草5-11
2025,SMS-0229,35.7254908054568,139.609499583265,井草川樹木,サザンカ,,井草5-11
2025,FZE-1975,35.7254910276791,139.609476833265,井草川樹木,サザンカ,,井草5-11
2025,NFV-7940,35.7254901943459,139.609452749931,井草川樹木,サザンカ,,井草5-11
2025,RTE-5232,35.7254923887905,139.609430388821,井草川樹木,サザンカ,,井草5-11
2025,WWM-0975,35.7254909165683,139.609409027709,井草川樹木,キンモクセイ,,井草5-11
2025,LKJ-2772,35.7254938332352,139.609382944375,井草川樹木,サザンカ,,井草5-11
2025,RGH-5823,35.7254881943464,139.609348083264,井草川樹木,エンジュ,,井草5-11
2025,PBN-4585,35.7254528332346,139.609321638821,井草川樹木,サザンカ,,井草5-11
2025,KLD-2377,35.7254469165677,139.609339222155,井草川樹木,サザンカ,,井草5-11
2025,MQT-3480,35.725450249901,139.609360305488,井草川樹木,モッコク,,井草5-11
2025,KAD-0641,35.7254488610119,139.609384166599,井草川樹木,モッコク,,井草5-11
2025,BOR-9284,35.7254439999006,139.609410305488,井草川樹木,サルスベリ,,井草5-11
2025,KZO-2725,35.7254450832338,139.609445416599,井草川樹木,サルスベリ,,井草5-11
2025,JQT-1557,35.7254504165671,139.609464333265,井草川樹木,キンモクセイ,,井草5-11
2025,LIT-3928,35.7254513610114,139.609487166599,井草川樹木,キンモクセイ,,井草5-11
2025,XNM-3335,35.7254515554559,139.609504916599,井草川樹木,カナメモチ,,井草5-11
2025,OOJ-2473,35.7254514443446,139.609533833265,井草川樹木,サルスベリ,,井草5-11
2025,XAX-5225,35.7254510832333,139.609563749933,井草川樹木,サザンカ,,井草5-11
2025,VPL-4845,35.7254515554554,139.609594611043,井草川樹木,モッコク,,井草5-11
2025,TKC-0996,35.725453222122,139.609615972155,井草川樹木,サルスベリ,,井草5-11
2025,JFS-3469,35.7254911943467,139.609292666597,井草川樹木,ラカンマキ,,井草5-11
2025,RSC-4636,35.7254911665693,139.609269861042,井草川樹木,ラカンマキ,,井草5-11
2025,OBV-5894,35.7254908610138,139.609250111042,井草川樹木,モッコク,,井草5-11
2025,ANC-1910,35.725488611014,139.609201333264,井草川樹木,クヌギ,,井草5-11
2025,JMH-6964,35.7254952776808,139.609187972154,井草川樹木,ツバキ,,井草5-11
2025,VEL-1491,35.7254853054585,139.609155972154,井草川樹木,キンモクセイ,,井草5-11
2025,TAQ-1342,35.7254830276807,139.609140416598,井草川樹木,サザンカ,,井草5-11
2025,ZVD-0760,35.7254827776808,139.609118555488,井草川樹木,ラカンマキ,,井草5-11
2025,PSB-9194,35.7254778332362,139.609104749932,井草川樹木,ラカンマキ,,井草5-11
2025,QTS-8411,35.7254724721251,139.609090444377,井草川樹木,サザンカ,,井草5-11
2025,INR-9524,35.7254343887909,139.609096249933,井草川樹木,サザンカ,,井草5-11
2025,HOK-6989,35.725438249902,139.6091166666,井草川樹木,コナラ,,井草5-11
2025,HWP-0825,35.7254311110129,139.609128611044,井草川樹木,ネズミモチ,,井草5-11
2025,QIA-0771,35.7254359999018,139.609143027711,井草川樹木,ナンテン,,井草5-11
2025,UJI-7553,35.7218488609846,139.60453522226,井草川樹木,キンモクセイ,,上井草3-18
2025,BBN-0751,35.7218104165395,139.604548833372,井草川樹木,モクレン,,上井草3-18
2025,INV-6389,35.7217993332054,139.604602888927,井草川樹木,ハナミズキ,,上井草3-18
2025,WTL-0437,35.721751277649,139.60462186115,井草川樹木,ハナミズキ,,上井草3-18
2025,MOI-8965,35.72167874987,139.604648138929,井草川樹木,ハナミズキ,,上井草3-18
2025,XYF-9313,35.7216134165355,139.604670694486,井草川樹木,ハナミズキ,,上井草3-18
2025,QOI-5449,35.7215645832013,139.604690638931,井草川樹木,ハナミズキ,,上井草3-18
2025,IAO-5257,35.7215457220898,139.604702861154,井草川樹木,ムクゲ,,上井草3-18
2025,PDQ-6088,35.7215325832007,139.604708388931,井草川樹木,ムクゲ,,上井草3-18
2025,AVW-1905,35.7214880554221,139.604719888932,井草川樹木,ハナミズキ,,上井草3-18
